,Unnamed: 0,event,cosmo,url,filename,catalog
104,104,GW190929_012149,True,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-GW190929_012149_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC2p1-v2-GW190929_012149_PEDataRelease_mixed_cosmo.h5,GWTC-2.1
105,105,GW190929_012149,False,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-GW190929_012149_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC2p1-v2-GW190929_012149_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1
106,106,GW190930_133541,True,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-GW190930_133541_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC2p1-v2-GW190930_133541_PEDataRelease_mixed_cosmo.h5,GWTC-2.1
107,107,GW190930_133541,False,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-GW190930_133541_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC2p1-v2-GW190930_133541_PEDataRelease_mixed_nocosmo.h5,GWTC-2.1
108,55,GW191103_012549,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191103_012549_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191103_012549_PEDataRelease_mixed_cosmo.h5,GWTC-3
109,56,GW191103_012549,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191103_012549_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191103_012549_PEDataRelease_mixed_nocosmo.h5,GWTC-3
110,57,GW191105_143521,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191105_143521_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191105_143521_PEDataRelease_mixed_cosmo.h5,GWTC-3
111,58,GW191105_143521,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191105_143521_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191105_143521_PEDataRelease_mixed_nocosmo.h5,GWTC-3
112,59,GW191109_010717,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191109_010717_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191109_010717_PEDataRelease_mixed_cosmo.h5,GWTC-3
113,60,GW191109_010717,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191109_010717_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191109_010717_PEDataRelease_mixed_nocosmo.h5,GWTC-3
114,61,GW191113_071753,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191113_071753_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191113_071753_PEDataRelease_mixed_cosmo.h5,GWTC-3
115,62,GW191113_071753,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191113_071753_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191113_071753_PEDataRelease_mixed_nocosmo.h5,GWTC-3
116,63,GW191126_115259,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191126_115259_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191126_115259_PEDataRelease_mixed_cosmo.h5,GWTC-3
117,64,GW191126_115259,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191126_115259_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191126_115259_PEDataRelease_mixed_nocosmo.h5,GWTC-3
118,65,GW191127_050227,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191127_050227_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191127_050227_PEDataRelease_mixed_cosmo.h5,GWTC-3
119,66,GW191127_050227,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191127_050227_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191127_050227_PEDataRelease_mixed_nocosmo.h5,GWTC-3
120,67,GW191129_134029,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191129_134029_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191129_134029_PEDataRelease_mixed_cosmo.h5,GWTC-3
121,68,GW191129_134029,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191129_134029_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191129_134029_PEDataRelease_mixed_nocosmo.h5,GWTC-3
122,69,GW191204_110529,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191204_110529_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191204_110529_PEDataRelease_mixed_cosmo.h5,GWTC-3
123,70,GW191204_110529,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191204_110529_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191204_110529_PEDataRelease_mixed_nocosmo.h5,GWTC-3
124,71,GW191204_171526,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191204_171526_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191204_171526_PEDataRelease_mixed_cosmo.h5,GWTC-3
125,72,GW191204_171526,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191204_171526_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191204_171526_PEDataRelease_mixed_nocosmo.h5,GWTC-3
126,73,GW191215_223052,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191215_223052_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191215_223052_PEDataRelease_mixed_cosmo.h5,GWTC-3
127,74,GW191215_223052,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191215_223052_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191215_223052_PEDataRelease_mixed_nocosmo.h5,GWTC-3
128,75,GW191216_213338,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191216_213338_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191216_213338_PEDataRelease_mixed_cosmo.h5,GWTC-3
129,76,GW191216_213338,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191216_213338_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191216_213338_PEDataRelease_mixed_nocosmo.h5,GWTC-3
130,77,GW191219_163120,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191219_163120_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191219_163120_PEDataRelease_mixed_cosmo.h5,GWTC-3
131,78,GW191219_163120,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191219_163120_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191219_163120_PEDataRelease_mixed_nocosmo.h5,GWTC-3
132,79,GW191222_033537,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191222_033537_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191222_033537_PEDataRelease_mixed_cosmo.h5,GWTC-3
133,80,GW191222_033537,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191222_033537_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191222_033537_PEDataRelease_mixed_nocosmo.h5,GWTC-3
134,81,GW191230_180458,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191230_180458_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191230_180458_PEDataRelease_mixed_cosmo.h5,GWTC-3
135,82,GW191230_180458,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW191230_180458_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW191230_180458_PEDataRelease_mixed_nocosmo.h5,GWTC-3
136,83,GW200112_155838,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200112_155838_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200112_155838_PEDataRelease_mixed_cosmo.h5,GWTC-3
137,84,GW200112_155838,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200112_155838_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200112_155838_PEDataRelease_mixed_nocosmo.h5,GWTC-3
138,85,GW200115_042309,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200115_042309_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200115_042309_PEDataRelease_mixed_cosmo.h5,GWTC-3
139,86,GW200115_042309,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200115_042309_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200115_042309_PEDataRelease_mixed_nocosmo.h5,GWTC-3
140,87,GW200128_022011,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200128_022011_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200128_022011_PEDataRelease_mixed_cosmo.h5,GWTC-3
141,88,GW200128_022011,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200128_022011_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200128_022011_PEDataRelease_mixed_nocosmo.h5,GWTC-3
142,89,GW200129_065458,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200129_065458_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200129_065458_PEDataRelease_mixed_cosmo.h5,GWTC-3
143,90,GW200129_065458,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200129_065458_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200129_065458_PEDataRelease_mixed_nocosmo.h5,GWTC-3
144,91,GW200202_154313,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200202_154313_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200202_154313_PEDataRelease_mixed_cosmo.h5,GWTC-3
145,92,GW200202_154313,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200202_154313_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200202_154313_PEDataRelease_mixed_nocosmo.h5,GWTC-3
146,93,GW200208_130117,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200208_130117_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200208_130117_PEDataRelease_mixed_cosmo.h5,GWTC-3
147,94,GW200208_130117,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200208_130117_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200208_130117_PEDataRelease_mixed_nocosmo.h5,GWTC-3
148,95,GW200208_222617,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200208_222617_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200208_222617_PEDataRelease_mixed_cosmo.h5,GWTC-3
149,96,GW200208_222617,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200208_222617_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200208_222617_PEDataRelease_mixed_nocosmo.h5,GWTC-3
150,97,GW200209_085452,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200209_085452_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200209_085452_PEDataRelease_mixed_cosmo.h5,GWTC-3
151,98,GW200209_085452,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200209_085452_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200209_085452_PEDataRelease_mixed_nocosmo.h5,GWTC-3
152,99,GW200210_092254,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200210_092254_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200210_092254_PEDataRelease_mixed_cosmo.h5,GWTC-3
153,100,GW200210_092254,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200210_092254_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200210_092254_PEDataRelease_mixed_nocosmo.h5,GWTC-3
154,101,GW200216_220804,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200216_220804_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200216_220804_PEDataRelease_mixed_cosmo.h5,GWTC-3
155,102,GW200216_220804,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200216_220804_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200216_220804_PEDataRelease_mixed_nocosmo.h5,GWTC-3
156,103,GW200219_094415,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200219_094415_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200219_094415_PEDataRelease_mixed_cosmo.h5,GWTC-3
157,104,GW200219_094415,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200219_094415_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200219_094415_PEDataRelease_mixed_nocosmo.h5,GWTC-3
158,105,GW200220_061928,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200220_061928_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200220_061928_PEDataRelease_mixed_cosmo.h5,GWTC-3
159,106,GW200220_061928,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200220_061928_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200220_061928_PEDataRelease_mixed_nocosmo.h5,GWTC-3
160,107,GW200220_124850,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200220_124850_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200220_124850_PEDataRelease_mixed_cosmo.h5,GWTC-3
161,108,GW200220_124850,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200220_124850_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200220_124850_PEDataRelease_mixed_nocosmo.h5,GWTC-3
162,109,GW200224_222234,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200224_222234_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200224_222234_PEDataRelease_mixed_cosmo.h5,GWTC-3
163,110,GW200224_222234,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200224_222234_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200224_222234_PEDataRelease_mixed_nocosmo.h5,GWTC-3
164,111,GW200225_060421,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200225_060421_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200225_060421_PEDataRelease_mixed_cosmo.h5,GWTC-3
165,112,GW200225_060421,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200225_060421_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200225_060421_PEDataRelease_mixed_nocosmo.h5,GWTC-3
166,113,GW200302_015811,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200302_015811_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200302_015811_PEDataRelease_mixed_cosmo.h5,GWTC-3
167,114,GW200302_015811,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200302_015811_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200302_015811_PEDataRelease_mixed_nocosmo.h5,GWTC-3
168,115,GW200306_093714,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200306_093714_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200306_093714_PEDataRelease_mixed_cosmo.h5,GWTC-3
169,116,GW200306_093714,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200306_093714_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200306_093714_PEDataRelease_mixed_nocosmo.h5,GWTC-3
170,117,GW200308_173609,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200308_173609_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200308_173609_PEDataRelease_mixed_cosmo.h5,GWTC-3
171,118,GW200308_173609,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200308_173609_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200308_173609_PEDataRelease_mixed_nocosmo.h5,GWTC-3
172,119,GW200311_115853,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200311_115853_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200311_115853_PEDataRelease_mixed_cosmo.h5,GWTC-3
173,120,GW200311_115853,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200311_115853_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200311_115853_PEDataRelease_mixed_nocosmo.h5,GWTC-3
174,121,GW200316_215756,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200316_215756_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200316_215756_PEDataRelease_mixed_cosmo.h5,GWTC-3
175,122,GW200316_215756,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200316_215756_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200316_215756_PEDataRelease_mixed_nocosmo.h5,GWTC-3
176,123,GW200322_091133,True,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200322_091133_PEDataRelease_mixed_cosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200322_091133_PEDataRelease_mixed_cosmo.h5,GWTC-3
177,124,GW200322_091133,False,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200322_091133_PEDataRelease_mixed_nocosmo.h5?download=1,IGWN-GWTC3p0-v1-GW200322_091133_PEDataRelease_mixed_nocosmo.h5,GWTC-3
